"CODIGO";"DESCRIPCION";"COSTO";"ULTCOSTO";"PRECIO1";"PRECIO2";"PRECIO3";"PRECIO4";"PRECIO5";"PRECIO6";"PRECIO";"PORCENTAJE";"ULTPRECIO";"MARCA";"COLOR";"CATEGORIA";"SUBCATEGORIA";"UBICACION";"UNIDAD";"DISPONIBLE";"ENPRODUCCION";"NOTAS";"IVA";"TASA";"IMPOTROS";"IIBB";"STOCKMINIMO";"STOCKMAXIMO";"STOCKVENDIDO";"FECHACOMPULT";"LISTA";"PROCEDENCIA";"CODIGOBARRA";"RUBRO";"PROVEEDOR";"GARANTIA";"FECHA";"PEDIDO";"STOCK";"EXISTENTE";"ACTUAL";"MARCADOCONTADO";"MARCADOLISTA";"MARCADOFINAL";"PREPARADO";"CTANOMBRE";"CTATIPO";"CTAANTICIPO";"CTAIIBB";"ESTADO";"VENCE";"VENCIMIENTO";"DESLARGA";"RESERVA";"INDIVIDUAL";"MODIFICADO";"SLUG";"ENLACE";"TIPO";"DESTACADO";"VISIBLE";"REBAJADODESDE";"REBAJADOHASTA";"VIRTUAL";"DESCARGAR";"DESCARGA";"DESCARGARLIMITE";"DESCARGAREXPIRA";"URLEXTERNA";"BOTON";"ESTADOIMPUESTO";"CLASEIMPUESTO";"ESTADOSTOCK";"PESO";"DIMENSION";"CLASEENVIO";"VALORACION";"VENTADIRIGIDA";"VENTACRUZADA";"PADRE";"NOTACOMPRA";"ETIQUETA";"ATRIBUTO";"ATRIBUTOPORDEFECTO";"META";"USD"
1008;"adachi calza strong";470;;493.5;517;540.5;564;587.5;611;940;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;29/10/2020;;"";"211157094";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1009;"ventido adachi unicornio";580;;609;638;667;696;725;754;1160;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;29/10/2020;;"";"211157017";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1010;"adachi short beba";310;;325.5;341;356.5;372;387.5;403;620;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;29/10/2020;;"";"211157510";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1011;"adachi short nena";415;;435.75;456.5;477.25;498;518.75;539.5;830;100;;0;0;0;0;"";"c/u";12;;"";;0;0;0;;;;29/10/2020;;"";"211157101";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1012;"minidreams remera";345;;362.25;379.5;396.75;414;431.25;448.5;690;100;;0;0;0;0;"";"c/u";8;;"";;0;0;0;;;;29/10/2020;;"";"210340988";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1013;"minidreams musculosa";270;;283.5;297;310.5;324;337.5;351;540;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;29/10/2020;;"";"210340994";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1014;"adachi vestido beba con moño";450;;472.5;495;517.5;540;562.5;585;900;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;29/10/2020;;"";"211157505";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1015;"adachi short rustico con trabas";460;;483;506;529;552;575;598;920;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;29/10/2020;;"";"211157091";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1016;"adachi short bebe cresta";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";341;;"";;0;0;0;;;;29/10/2020;;"";"211157516";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1017;"bermuda rustica combinada ";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;29/10/2020;;"";"219170323";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1018;"minidreams remera combinada ";280;;294;308;322;336;350;364;560;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;29/10/2020;;"";"210340990";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1019;"vestido veo veo";700;;735;770;805;840;875;910;1400;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;29/10/2020;;"";"210522593";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1020;"minidreams conjunto camisa pantalon";495;;519.75;544.5;569.25;594;618.75;643.5;990;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;29/10/2020;;"";"210340963";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1021;"bonbacha cabada";160;;168;176;184;192;200;208;320;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;29/10/2020;;"";"214731239";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1022;"adachi calza beba";370;;388.5;407;425.5;444;462.5;481;740;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;29/10/2020;;"";"211157517";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1023;"lucitania remera y jardinero";560;;588;616;644;672;700;728;1120;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;29/10/2020;;"";"210300811";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1024;"babita adachi";160;;168;176;184;192;200;208;320;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;29/10/2020;;"";"211157416";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1025;"adachi short nena algodon";320;;336;352;368;384;400;416;640;100;;0;0;0;0;"";"c/u";13;;"";;0;0;0;;;;29/10/2020;;"";"211157084";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1026;"adachi medio osito ";190;;199.5;209;218.5;228;237.5;247;380;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;29/10/2020;;"";"211157414";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1027;"tullerie vestido broderie";490;;514.5;539;563.5;588;612.5;637;980;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;29/10/2020;;"";"216782437";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1028;"adachi remera nena con moño";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";10;;"";;0;0;0;;;;29/10/2020;;"";"211157001";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1029;"adachi remera nena algodon estampado liberty";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;29/10/2020;;"";"211157023";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1030;"narocca remera nene";390;;409.5;429;448.5;468;487.5;507;780;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;29/10/2020;;"";"211414872";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1031;"adachi vestido tricolor";580;;609;638;667;696;725;754;1160;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;29/10/2020;;"";"211157082";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1032;"adachi calza basica";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";9;;"";;0;0;0;;;;29/10/2020;;"";"211157095";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1033;"adachi vestido nena estampa mega cool";550;;577.5;605;632.5;660;687.5;715;1100;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;29/10/2020;;"";"211157078";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1034;"adachi medio osito ";190;;199.5;209;218.5;228;237.5;247;380;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;29/10/2020;;"";"211157415";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1035;"adachi short bebe ";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;29/10/2020;;"";"211157518";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1036;"piluso corazon";270;;283.5;297;310.5;324;337.5;351;540;100;;0;0;0;0;"";"c/u";8;;"";;0;0;0;;;;13/11/2020;;"";"584692415";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1037;"kepi pixelados";290;;304.5;319;333.5;348;362.5;377;580;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;13/11/2020;;"";"699421471";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1038;"kepi liso";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;13/11/2020;;"";"956412845";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1039;"piluso grande";270;;283.5;297;310.5;324;337.5;351;540;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;13/11/2020;;"";"542156321";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1040;"adachi remera cuello v";410;;430.5;451;471.5;492;512.5;533;820;100;;0;0;0;0;"";"c/u";10;;"";;0;0;0;;;;16/11/2020;;"";"211157011";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1041;"remera estampa con flow";450;;472.5;495;517.5;540;562.5;585;900;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;16/11/2020;;"";"211157076";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1042;"adachi shoert de nena rustico";450;;472.5;495;517.5;540;562.5;585;900;100;;0;0;0;0;"";"c/u";14;;"";;0;0;0;;;;16/11/2020;;"";"211157089";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1043;"calza modal estampada con cintura";340;;357;374;391;408;425;442;680;100;;0;0;0;0;"";"c/u";10;;"";;0;0;0;;;;16/11/2020;;"";"214273549";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1044;"adachi pescador";410;;430.5;451;471.5;492;512.5;533;820;100;;0;0;0;0;"";"c/u";12;;"";;0;0;0;;;;16/11/2020;;"";"211157105";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1045;"boxer rayado";120;;126;132;138;144;150;156;240;100;;0;0;0;0;"";"c/u";10;;"";;0;0;0;;;;16/11/2020;;"";"9200500";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1046;"michifuz bombacha tiro alto";135;;141.75;148.5;155.25;162;168.75;175.5;270;100;;0;0;0;0;"";"c/u";7;;"";;0;0;0;;;;16/11/2020;;"";"30460151";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1047;"adachi pantalon rustico nena";570;;598.5;627;655.5;684;712.5;741;1140;100;;0;0;0;0;"";"c/u";11;;"";;0;0;0;;;;16/11/2020;;"";"211157102";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1048;"bombacha estampa unicornio";155;;162.75;170.5;178.25;186;193.75;201.5;310;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;16/11/2020;;"";"214731233";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1049;"kokitos boxer juvenil ";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";12;;"";;0;0;0;;;;16/11/2020;;"";"0450265";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1050;"klipperts boxer estampado";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;16/11/2020;;"";"52210052";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1051;"adachi remera estampa t-rex";380;;399;418;437;456;475;494;760;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;16/11/2020;;"";"211157036";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1052;"tuyuven leggins";385;;404.25;423.5;442.75;462;481.25;500.5;770;100;;0;0;0;0;"";"c/u";7;;"";;0;0;0;;;;16/11/2020;;"";"210701778";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1053;"conjunto mini dreams ";470;;493.5;517;540.5;564;587.5;611;940;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;16/11/2020;;"";"210340969";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1054;"conjunto mini dreams";440;;462;484;506;528;550;572;880;100;;0;0;0;0;"";"c/u";11;;"";;0;0;0;;;;16/11/2020;;"";"210340960";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1055;"mini dreams conjunto";510;;535.5;561;586.5;612;637.5;663;1020;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;16/11/2020;;"";"210340974";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1056;"mini dreams conjunto";450;;472.5;495;517.5;540;562.5;585;900;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;16/11/2020;;"";"210340947";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1057;"short beba pique con moño";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;16/11/2020;;"";"210137201";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1058;"gamise body";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;16/11/2020;;"";"2103803500";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1059;"adachi remera nena";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;16/11/2020;;"";"211157064";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1060;"adachi calza estampada con vivo recorte";500;;525;550;575;600;625;650;1000;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;16/11/2020;;"";"211157077";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1061;"mini dreams vestido sin mangas";360;;378;396;414;432;450;468;720;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;16/11/2020;;"";"210340931";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1062;"terra nature bikini";800;;840;880;920;960;1000;1040;1600;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;16/11/2020;;"";"210355877";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1063;"mini dreams vestido polin estampado";360;;378;396;414;432;450;468;720;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;16/11/2020;;"";"210340937";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1064;"monitos algodon adachi";520;;546;572;598;624;650;676;1040;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;16/11/2020;;"";"211157007";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1065;"short de baño tik tok";280;;294;308;322;336;350;364;560;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;16/11/2020;;"";"210177854";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1066;"yaby bodi vestido";370;;388.5;407;425.5;444;462.5;481;740;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;16/11/2020;;"";"201521040";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1067;"medio osito adachi";180;;189;198;207;216;225;234;360;100;;0;0;0;0;"";"c/u";9;;"";;0;0;0;;;;16/11/2020;;"";"211157413";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1068;"elo short";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;16/11/2020;;"";"218251973";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1069;"short microfibra";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;16/11/2020;;"";"210137205";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1070;"adachi medio osito con moño";210;;220.5;231;241.5;252;262.5;273;420;100;;0;0;0;0;"";"c/u";14;;"";;0;0;0;;;;16/11/2020;;"";"211157420";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1071;"cloe jardinero bordado";600;;630;660;690;720;750;780;1200;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;16/11/2020;;"";"213820772";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1072;"short varon estampado con bolsillo";330;;346.5;363;379.5;396;412.5;429;660;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;16/11/2020;;"";"211560011";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1073;"short rustico con bolsillos";220;;231;242;253;264;275;286;440;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;16/11/2020;;"";"214273546";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1074;"rich short rustico";320;;336;352;368;384;400;416;640;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;16/11/2020;;"";"212752008";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1075;"adachi manta algodon";500;;525;550;575;600;625;650;1000;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;16/11/2020;;"";"201150629";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1076;"adachi vestido cuello gota";480;;504;528;552;576;600;624;960;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;16/11/2020;;"";"211157030";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1077;"tulele remera estampada";330;;346.5;363;379.5;396;412.5;429;660;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;16/11/2020;;"";"2150710103";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1078;"adchi remera nena etsampa wow";370;;388.5;407;425.5;444;462.5;481;740;100;;0;0;0;0;"";"c/u";8;;"";;0;;0;;;;16/11/2020;;"";"211157048";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1079;"adachi short nena rustico";470;;493.5;517;540.5;564;587.5;611;940;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;16/11/2020;;"";"211157071";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1080;"bermuda varon con recorte";470;;493.5;517;540.5;564;587.5;611;940;100;;0;0;0;0;"";"c/u";10;;"";;0;0;0;;;;16/11/2020;;"";"211157085";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1081;"body big bay estampa";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";8;;"";;0;0;0;;;;26/11/2020;;"";"624512894";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1082;"body big bay estampado";310;;325.5;341;356.5;372;387.5;403;620;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;26/11/2020;;"";"6154875923";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1083;"babero elefante";160;;168;176;184;192;200;208;320;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;26/11/2020;;"";"7793026025456";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1084;"babero pollito y conejo";130;;136.5;143;149.5;156;162.5;169;260;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;26/11/2020;;"";"7793026020963";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1085;"babero baca";210;;220.5;231;241.5;252;262.5;273;420;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;26/11/2020;;"";"7793026026132";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1086;"babero babetal";240;;252;264;276;288;300;312;480;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;26/11/2020;;"";"793026045348";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1087;"babero mamadera bordada";190;;199.5;209;218.5;228;237.5;247;380;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;26/11/2020;;"";"7793026025876";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1088;"piluso big bay";375;;393.75;412.5;431.25;450;468.75;487.5;750;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;26/11/2020;;"";"62154582";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1089;"portachupetes bigbay";120;;126;132;138;144;150;156;240;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;26/11/2020;;"";"521642598";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1090;"body estampa big bay";360;;378;396;414;432;450;468;720;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;26/11/2020;;"";"652145854";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
1091;"body rayado animalitos";380;;399;418;437;456;475;494;760;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;26/11/2020;;"";"365214587";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
